genesymbols	Malignant	Endothelial cells	CAF	T cells CD8	NK cells	Macrophages	T cells CD4	B cells
EEF1DP3	1	1	1	1	1	1	1	1
EEF1E1	133.843344671089	90.8475825492087	84.6977633675507	58.9105904123931	1	1	59.8566222215787	51.3767498877388
EEF1E1.MUTED	1	1	1	1	1	1	1	1
EEF1G	2687.59513269285	1777.5477304084	1519.09445279528	1867.13155497825	1915.01024774083	1344.18739995176	2583.22448025762	2684.68871116056
EEF2	1073.2713820174	521.244033567511	752.222201388509	806.296138981231	709.476912769724	406.6006604363	863.168097160423	970.363407398959
EEF2K	16.437897653568	19.5203150623476	11.0998646185405	24.8115518067544	31.5713767770523	14.8662341172801	20.2612958480293	23.164470762427
EEFSEC	1	1	1	1	1	1	1	1
EEPD1	1	1	1	1	1	1	1	1
EFCAB1	1	1	1	1	1	1	1	1
EFCAB10	1	1	1	1	1	1	1	1
EFCAB11	1	1	1	1	1	1	1	1
EFCAB12	1	1	1	1	1	1	1	1
EFCAB13	1	1	1	1	1	1	1	1
EFCAB14	39.8204298209527	103.207526083768	42.5453115587547	68.9422352672295	24.0609928870829	25.6663268218605	54.1885099712846	50.9898729786631
EFCAB14.AS1	1	1	1	1	1	1	1	1
EFCAB2	1	1	1	1	1	1	1	1
EFCAB3	1	1	1	1	1	1	1	1
EFCAB4A	1	44.4868070532459	1	1	1	1	1	1
EFCAB4B	1	1	1	1	1	1	1	1
EFCAB5	1	1	1	1	1	1	1	1
EFCAB6	1	1	1	1	1	1	1	1
EFCAB6.AS1	1	1	1	1	1	1	1	1
EFCAB7	1	1	1	1	1	1	1	1
EFCAB9	1	1	1	1	1	1	1	1
EFCC1	1	1	1	1	1	1	1	1
EFEMP1	1	4556.64594293563	489.519619728336	1	1	1	1	1
EFEMP2	30.6953507362264	83.4558615103934	254.974504074972	1	1	1	1	1
EFHA1	41.0461761035124	68.3275629602135	67.0232357332238	85.2037619822779	13.1767098493084	77.2416758878656	78.434200730337	43.0638266601162
EFHA2	1	1	1	1	1	1	1	1
EFHB	1	1	1	1	1	1	1	1
EFHC1	17.9751991378971	55.4747757402098	1	1	1	1	1	1
EFHC2	1	1	1	1	1	1	1	1
EFHD1	1	1	1	1	1	1	1	1
EFHD2	1	1	1	1	80.8482571174317	50.0718590541563	1	1
EFNA1	44.5364803471092	413.977818402905	1	1	1	1	1	1
EFNA2	1	1	1	1	1	1	1	1
EFNA3	1	1	1	1	1	1	1	1
EFNA4	1	1	1	1	1	1	1	1
EFNA5	1	347.013199242857	35.1744344175828	1	1	1	1	1
EFNB1	1	1	1	1	1	1	1	1
EFNB2	1	66.255219499263	1	1	1	1	1	1
EFNB3	1	1	1	1	1	1	1	1
EFR3A	1	27.4407626791834	30.8602526446953	1	40.3969954668218	23.1216940521502	1	1
EFR3B	17.4056772531345	1	1	1	1	1	1	1
EFS	1	1	1	1	1	1	1	1
EFTUD1	1	1	28.5279380525372	1	1	1	1	1
EFTUD1P1	1	1	1	1	1	1	1	1
EFTUD2	55.4038335668044	55.8783825536565	52.2407450468831	1	1	43.6045822967438	74.064340680778	41.6484825143693
EGF	1	1	1	1	1	1	1	1
EGFEM1P	1	1	1	1	1	1	1	1
EGFL6	1	1	1	1	1	1	1	1
EGFL7	1	1359.46532883481	1	1	1	1	1	1
EGFL8	442.163238301538	1	1	1	1	1	1	1
EGFLAM	1	1	20.8309212415039	1	1	1	1	1
EGFLAM.AS4	1	1	1	1	1	1	1	1
EGFR	1	1	27.7837306745028	1	1	1	1	1
EGFR.AS1	1	1	1	1	1	1	1	1
EGLN1	16.7483485372918	1	1	1	1	1	1	1
EGLN2	105.306666056753	143.593450782818	61.8100891278642	88.8213222247483	1	56.228507160643	146.204078150773	145.969562427681
EGLN3	1	118.628673066226	1	1	1	43.606922755454	1	1
EGOT	1	1	1	1	1	1	1	1
EGR1	279.172412614744	182.87284421505	288.542524264401	1	181.884720917736	237.562264179101	1	1
EGR2	1	1	1	1	1	75.4390677438297	1	1
EGR3	32.4073563977678	1	1	1	1	1	1	1
EGR4	1	1	1	1	1	1	1	1
EHBP1	25.2008259410531	1	40.4294331934749	1	1	1	1	1
EHBP1L1	1	1	1	1	1	1	1	1
EHD1	37.2710144426647	73.8080801392818	73.8091748396825	104.083206092867	39.9001121386131	1	86.8994468061126	31.480903058804
EHD2	1	204.905737437913	419.9394589392	1	1	1	1	1
EHD3	1	1	14.3523766999878	1	1	1	1	45.5114447755494
EHD4	30.2510595102615	107.852502301464	30.5117569319008	1	1	53.7361176925028	1	1
EHF	1	1	1	1	1	1	1	1
EHHADH	1	1	1	1	1	1	1	1
EHHADH.AS1	1	1	1	1	1	1	1	1
EHMT1	19.7989860111515	63.8296475818454	18.5909066203171	39.0278004391303	12.4202809311564	47.6638549231832	63.1717678104246	67.3006383048602
EHMT2	15.1324272560885	1	1	1	1	1	1	1
EI24	50.0262537945936	81.6124024716495	57.6167433748061	1	1	1	1	1
EID1	251.910590394138	218.810724184673	219.887360838797	268.78087272048	324.912710656307	118.497839566176	231.402997614689	141.131477018619
EID2	1	1	1	1	1	1	1	1
EID2B	1	1	1	1	1	1	1	1
EID3	1	1	1	1	1	1	1	1
EIF1	945.67831025675	679.187406358023	1134.38568093951	1430.79603638328	1622.66577167882	906.759715114048	1530.06859217879	1244.79029163361
EIF1AD	30.7459445831921	22.8120080586766	21.8790280495263	38.9615221909488	56.3942832274367	33.3727740267401	48.8872989251	21.2316393995586
EIF1AX	81.2600902003495	57.3125384823166	119.044307654228	70.3538017709184	15.8543578460085	24.1363613825754	50.8839200882174	30.389705750332
EIF1AY	1	1	1	1	1	1	1	1
EIF1B	118.569248696368	33.1687177043652	130.971760318909	178.967366784554	1	79.4039433512962	107.460856893646	238.72589645956
EIF1B.AS1	1	1	1	1	1	1	1	1
EIF2A	52.7550488016153	53.0187814090099	45.2105254436622	58.6361149085833	91.9671726655298	39.3023922206074	64.2886480493459	1
EIF2AK1	33.625627178835	60.7167212785561	40.4473130304955	1	79.6734345638995	1	1	29.8292283231769
EIF2AK2	42.4679181987829	31.9970200343906	46.9513721892064	81.4086268864232	67.4050202084461	31.7921449940667	50.4397940199132	38.7636298521944
EIF2AK3	1	1	1	1	1	1	1	1
EIF2AK4	18.8624474916168	19.8592851242096	21.1213201171732	1	1	1	1	1
EIF2B1	94.9686440773781	77.263949094192	97.9785262493408	88.2129883271535	1	60.5396636239355	96.0945943996045	55.3794919918163
EIF2B2	63.5217410559425	101.553559899649	55.8791217688077	1	1	56.5114143898977	1	1
EIF2B3	45.9984310947873	1	85.8003250781748	1	1	1	1	1
EIF2B4	75.2284872723899	1	70.1168371885677	1	1	1	1	1
EIF2B5	20.1108750791767	1	11.0545499191215	1	1	1	1	1
EIF2D	62.0985100398746	66.3345198462114	40.5364924028432	1	1	24.8438392205935	1	1
EIF2S1	30.4754124963849	40.1222438188867	66.5275534510757	60.9983211960275	190.084004189121	48.5766144533658	37.4825485976008	1
EIF2S2	60.1685791635865	42.3056540621041	110.665639103455	89.2192784019113	50.9029820815856	66.6221152809158	63.1855566215169	1
EIF2S3	287.501677671144	214.987778942612	234.61134322629	344.237437459954	148.694171573459	233.504214109617	383.667903981548	424.948762358326
EIF3A	88.9433660972776	114.424738339093	120.295447813862	128.498942433458	50.0778697744072	63.8835770601947	106.473167618764	90.5472374241167
EIF3B	34.5572257675568	34.2922979505631	14.335207569152	1	1	1	1	1
EIF3C	314.976912982939	341.969107698831	393.049186902078	195.567079208953	233.544102611257	430.653716279119	244.081432038285	266.513921541622
EIF3CL	1	1	1	1	1	1	1	1
EIF3D	491.247801376886	164.183231312327	219.289872612994	262.828912973335	256.889150535352	169.230092875832	254.322762985975	210.521971976426
EIF3E	646.856763060611	473.475312566336	358.634739409108	448.30638125599	588.834658414454	307.118228250544	614.075316672383	408.851617460967
EIF3F	376.271935649581	435.491393817455	495.246313563795	621.566053972043	372.516342290482	338.207405610663	700.581330024133	840.008649255433
EIF3G	321.471803466039	194.468143644633	234.516510833868	331.806104609881	121.149862366603	112.484429533246	435.845185166347	284.850519457738
EIF3H	388.810897563318	270.21926121344	258.757105623812	477.467983730175	363.762971261834	334.374668543677	550.568910301292	317.100750528304
EIF3I	369.062976571813	291.887983844332	320.875474676641	209.008847097355	98.1584190825907	145.398276445083	280.172553866152	249.659743036498
EIF3IP1	1	1	1	1	1	1	1	1
EIF3J	22.0869132753748	1	19.6626627486657	1	1	1	1	1
EIF3K	447.877839416403	391.172395774289	367.751928319568	577.655284088388	215.103715611197	364.584744882142	564.466489498151	309.565085434045
EIF3L	888.282497732133	438.141991655746	272.183589793031	365.108947458893	551.689730908746	304.709670442833	504.483958487461	454.633380260981
EIF3M	236.017240076064	297.614132854835	201.971004231507	236.533425853369	308.735298659535	170.763707800083	243.862037171148	162.530043497188
EIF4A1	926.210961259873	481.709059203211	965.806617850948	456.951951472134	373.903996581933	675.574242945039	493.723831834169	222.193186711484
EIF4A2	636.906428972674	325.037992558073	223.199325190099	531.052124137045	588.55414366814	237.480972528944	585.798223189409	563.558117965707
EIF4A3	176.386190679194	176.703456417162	111.581274976808	131.099668829621	129.938321907572	74.2270516038964	107.081360627489	1
EIF4B	266.742382554705	130.227495813151	146.698741512857	249.692320495812	341.099515604314	159.642244714455	375.264011422265	312.951465273899
EIF4E	74.8449695785301	81.1950073020873	97.1874097499078	72.6545222035898	147.737184383941	38.8845171937106	72.6079324660263	46.365070617451
EIF4E1B	1	1	1	1	1	1	1	1
EIF4E2	89.421998844217	44.3451644713979	126.267679563891	63.2082683206724	243.662616328845	39.0169729854914	74.8191331939504	45.1110113712973
EIF4E3	1	1	1	1	32.98094141059	1	1	1
EIF4EBP1	284.794222140473	46.1719030342237	174.297102567502	1	1	160.218586544204	1	1
EIF4EBP2	21.0196194562986	11.8792321162688	28.1747058765644	35.6466050479637	39.855464845771	14.8775405903782	34.9315838004109	1
EIF4EBP3	29.5136690539258	1	1	1	1	60.8121102357833	1	1
EIF4ENIF1	1	1	1	1	1	1	1	1
EIF4G1	92.1171282334951	137.60598927693	122.916924812695	36.5487462282769	62.9052516505061	29.2410739133655	52.0787592063527	27.886880658102
EIF4G2	183.340358658485	412.694243972072	551.741941340565	317.460875689333	472.667158372769	196.858351050276	300.164180159611	233.378364472815
EIF4G3	1	39.3749645045321	39.384582226823	1	45.2171177518231	1	1	1
EIF4H	316.813114743592	182.219425967983	295.644266955355	240.656293156988	459.577245928024	150.940535439216	298.702519748872	206.108843343118
EIF5	37.6086298824819	115.993833761326	89.2989409932937	73.7632921490402	37.7457300942658	34.2778760695672	56.57664095666	61.409124159301
EIF5A	621.099727873139	661.471007088027	1073.04769854402	354.669468977981	954.635325469962	309.097305722098	438.363305358954	227.557235931333
EIF5A2	18.4256830693779	1	27.6359067224864	19.3375675846911	12.1026937400045	1	13.7281091945933	19.6101644187884
EIF5AL1	1	1	1	11.5090524978846	16.1535140655221	1	12.1880579647339	13.1362207007535
EIF5B	31.5457749104364	33.4104977903759	50.5603332194329	26.9205186779129	1	52.4949399289042	22.7880593384137	25.0547811257103
EIF6	277.946611842979	209.450651464954	251.169706310757	117.099855558249	265.785494828621	175.127537740342	160.693986047977	70.2617503795373
ELAC1	1	1	1	1	1	1	1	1
ELAC2	36.0106527698587	42.3360013803326	40.0575611493038	1	16.7179021593893	35.4796405953416	1	58.1520416972692
ELANE	1	1	1	1	1	1	1	1
ELAVL1	18.618500940291	1	31.5620931682994	1	1	1	1	1
ELAVL2	1	1	1	1	1	1	1	1
ELAVL3	1	1	1	1	1	1	1	1
ELAVL4	1	1	1	1	1	1	1	1
ELF1	35.4083009694189	40.4426754879119	33.0275374655291	180.052982466109	116.403964174718	40.574630092777	192.847844237081	172.412589214102
ELF2	19.0835261921192	39.8239257581376	20.0273876181781	1	87.4766602339873	1	46.8304009038303	1
ELF3	1	1	1	1	1	1	1	1
ELF4	1	1	1	1	51.9884836753781	1	1	1
ELF5	1	1	1	1	1	1	1	1
ELFN1	1	1	1	1	1	1	1	1
ELFN2	1	1	1	1	1	1	1	1
ELK1	21.3340690358838	1	31.3305626320884	1	81.8268141965389	1	1	1
ELK2AP	1	1	1	1	1	1	1	13987.0751702011
ELK3	1	329.730135075833	25.4199935655686	1	1	1	1	1
ELK4	15.6247166390328	42.5971658423413	1	29.420735423239	35.5383756572278	1	45.080920268689	31.5155476665935
ELL	1	1	19.4260545399761	1	1	1	1	1
ELL2	1	1	38.2651669065055	1	1	28.7139943927959	1	1
ELL3	1	1	1	1	1	1	1	129.809595853653
ELMO1	1	65.3374681216696	1	51.4450876529566	59.0051513258799	40.3070175422485	65.8824393081844	80.2323270482581
ELMO2	33.0998280585091	1	42.597414490076	79.5345419162657	1	34.9458917615422	55.9207064289246	1
ELMO3	1	1	1	1	1	1	1	1
ELMOD1	1	1	1	22.4659738651371	19.9228503153026	1	21.3540936969987	37.1580373561021
ELMOD2	1	46.5155061897998	25.4010484588492	1	35.2950333953472	1	1	1
ELMOD3	1	1	20.9515170885254	1	1	1	1	1
ELMSAN1	28.2619089528621	43.0828854597688	32.3864925987695	45.9175206354181	72.0882748997034	28.6280332974776	53.0855739874988	58.5212304119442
ELN	1	84.5714153087072	192.029794639522	1	1	1	1	1
ELOF1	61.0035057028191	30.12209090866	78.4831511976946	84.1539308359691	1	58.2922813989614	58.2013772316061	102.522880707366
ELOVL1	144.225853879453	127.542522969557	232.155217586881	133.485504538839	14.7138571878474	102.577823781935	67.2656421983068	140.376167949558
ELOVL2	59.0395149268563	1	1	1	1	1	1	1
ELOVL2.AS1	1	1	1	1	1	1	1	1
ELOVL3	1	1	1	1	1	1	1	1
ELOVL4	1	1	1	1	1	1	1	1
ELOVL5	78.0087189718578	184.251290278277	93.3441161925941	160.473280135921	182.247752774669	70.8584893715721	185.328165014752	228.616084458192
ELOVL6	1	1	25.8651908653295	1	1	1	1	1
ELOVL7	1	1	1	1	1	1	1	1
ELP2	71.4484874743132	1	58.2052381117622	48.4675134186581	1	32.1716346979298	63.4996279693473	147.943786720282
ELP3	37.0711049266643	37.5338091325973	23.2075503868236	21.6755783101623	20.1961007475277	1	40.7287974150172	1
ELP4	1	33.674529011587	22.0458225884718	1	148.899399256817	1	1	1
ELP5	54.0843772529045	52.7954192643082	27.6368213565119	1	14.4087682281796	1	1	68.1752336163619
ELP6	40.591884427357	67.9816633621942	56.3108274574589	1	1	1	68.0573043214867	1
ELSPBP1	1	1	1	1	1	1	1	1
ELTD1	1	73.5971635855197	17.8762775117424	1	1	1	1	1
EMB	1	1	32.502581490072	315.964432738575	154.442671422892	34.3395554000135	229.281304015859	126.871749101696
EMBP1	1	1	1	1	1	1	1	1
EMC1	42.2925037028851	22.2865323323859	36.9851122953315	21.5012779974448	77.3635490517166	12.306167925203	23.3603021995041	40.911833833197
EMC10	1	1	1	1	1	1	1	1
EMC2	124.458512788786	157.458444382587	73.8283561347758	1	82.2572081845113	26.7943177800609	1	1
EMC3	151.344687010651	134.191333679708	95.6130402663367	142.851953601481	93.723747628215	110.056596838981	110.768304499552	42.7662852765346
EMC4	213.223885137475	185.519389184498	257.052286456524	223.247187913115	120.718063393186	160.4489219493	176.37785523895	105.012286601948
EMC6	95.6114689542071	59.3844566781972	72.4754701407791	53.8264478998328	150.297067309866	35.1831433589304	78.0998514160043	1
EMC7	206.244789232126	175.258133304673	249.96703854188	144.096896882474	1	113.399636201075	158.658735899388	112.896027615647
EMC8	33.0552118539251	49.5525358245079	65.4678329724161	1	1	1	1	1
EMC9	1	1	27.9201461192132	1	1	1	1	1
EMCN	1	1	1	1	1	1	1	1
EMCN.IT3	1	1	1	1	1	1	1	1
EMD	60.1960488107695	26.2353215721515	60.1030256218252	52.0615943642614	1	32.8825613644693	37.5469701693222	50.4248645817203
EME1	1	1	1	1	1	1	1	1
EME2	1	1	1	1	1	1	1	1
EMG1	56.8772131315401	1	55.5319691151483	1	168.415428787821	42.3186387212778	78.0414531049949	1
EMID1	1	1	1	1	1	1	1	1
EMILIN1	1	1	31.9824630768614	1	1	1	1	1
EMILIN2	1	1	1	1	1	25.8314922266547	1	1
EMILIN3	1	1	1	1	1	1	1	1
EML1	1	1	15.8799560162418	1	1	1	1	1
EML2	23.2099372375566	1	1	1	1	1	1	1
EML3	1	27.6555756575701	1	1	1	1	1	1
EML4	1	19.3932793084782	33.9007153508066	84.4433028264977	150.113573649811	60.1312224419109	104.013283181747	69.4611499561563
EML5	1	1	1	1	1	1	1	1
EML6	1	1	1	1	1	1	1	1
EMP1	1	107.361719059078	228.567460902624	1	1	1	1	1
EMP2	27.9901653179066	50.0141738552735	26.3296006193686	24.0503171463302	17.0084388416537	15.9364524096623	23.9282146258955	27.8450369971003
EMP3	338.324590872531	1	618.77104659678	291.984722163077	265.087983563725	316.926073484103	258.578915059274	79.9871818860631
EMR1	1	1	1	1	1	1	1	1
EMR2	1	29.1294242371969	1	1	1	1	1	1
EMR3	1	1	1	1	1	1	1	1
EMR4P	1	1	1	1	1	1	1	1
EMX1	1	1	1	1	1	1	1	1
EMX2	1	1	1	1	1	1	1	1
EMX2OS	1	1	1	11.0430111049235	12.6163253657515	1	12.655892310711	17.0001019426539
EN1	1	1	1	1	1	1	1	1
EN2	1	1	1	1	1	1	1	1
ENAH	23.5585319186055	1	22.9789443942479	1	1	1	1	1
ENAM	1	1	1	1	1	1	1	1
ENC1	1	1	1	1	1	1	1	1
ENDOD1	63.008541794025	44.3396334542384	21.9051111572421	1	1	1	1	1
ENDOG	1	1	1	1	1	1	1	1
ENDOU	1	1	1	1	1	1	1	1
ENDOV	1	1	1	1	1	1	1	1
ENG	28.2525143935293	621.728307184576	452.596854610668	1	1	136.106296458523	1	1
ENGASE	1	1	1	1	2.57598731167573	1	1	1
ENHO	1	1	1	1	1	1	1	1
ENKD1	1	1	1	1	1	1	1	1
ENKUR	1	1	1	1	1	1	1	1
ENO1	2162.55475067528	506.005038227593	1526.06590744046	741.855768221926	795.507246048288	915.438637146997	744.832175559801	545.884089412325
ENO1.AS1	1	1	1	1	1	1	1	1
ENO2	157.558799629674	1	30.8799103172272	1	1	34.3776460603069	1	1
ENO3	1	1	1	1	1	1	1	1
ENO4	1	1	1	1	1	1	1	1
ENOPH1	64.2458181053259	52.1836463876607	84.743415990528	71.0083142704643	27.2032573979484	53.0400376214684	1	1
ENOSF1	19.8791006737776	32.9081386839701	1	17.0930400450416	1	1	1	1
ENOX1	1	1	1	1	1	1	1	1
ENOX2	18.0258241455361	1	1	1	1	1	1	1
ENPEP	1	1	1	1	1	1	1	1
ENPP1	1	1	8.52833523420321	1	1	1	1	1
ENPP2	115.84965153804	73.0430723089471	47.1844937328607	1	1	1	1	1
ENPP3	1	1	1	1	1	1	1	1
ENPP4	1	1	1	1	1	1	1	1
ENPP5	1	1	1	1	1	1	1	1
ENPP6	1	1	1	1	1	1	1	1
ENPP7	1	1	1	1	1	1	1	1
ENSA	90.7364115336071	93.3963084406848	40.4240761651479	123.60915857761	75.7914293472291	90.4230751552646	100.026739038814	92.2833344408416
ENTHD1	174.912188113302	1	1	1	1	1	1	1
ENTHD2	1	1	1	1	1	1	1	1
ENTPD1	14.392677007112	18.861777590027	1	71.2417332425521	13.4465086002933	36.0715413208593	40.6050269034044	55.2813348790654
ENTPD2	1	1	1	1	1	1	1	1
ENTPD3	1	1	1	1	1	1	1	1
ENTPD3.AS1	1	1	1	1	1	1	1	1
ENTPD4	26.3054175513621	32.6469245708166	29.9103502234449	45.454264513046	68.6737437560818	1	52.8449736295592	87.481617791688
ENTPD5	1	1	1	1	1	1	1	1
ENTPD6	64.3724413281967	41.6978518918409	46.686454675927	1	1	37.427090331435	1	1
ENTPD7	1	1	1	1	1	1	1	1
ENTPD8	1	1	1	1	1	1	1	1
ENY2	41.2133950827525	50.3492976796552	37.0860401662941	1	1	33.9293040600344	45.6523657588866	1
EOGT	17.0481860497293	39.7507608293696	19.1974440535482	35.3456037375764	1	12.1517596320745	24.1733860892072	30.1036135187429
EOMES	1	1	1	67.1661234776602	142.66206250158	1	1	1
EP300	17.7821919658579	1	1	19.7298941583584	1	1	26.4665395757196	19.069385586847
EP400	1	1	1	1	1	1	1	1
EP400NL	1	1	1	1	1	1	1	1
EPAS1	1	95.1506232432321	81.7546946293988	1	1	1	1	1
EPB41	1	1	1	59.6193313716112	22.8813916802542	1	83.5196453913417	62.9470588709756
EPB41L1	1	1	1	1	1	1	1	1
EPB41L2	14.6711224935137	109.137730508159	34.1787211348398	1	1	94.5036568504139	1	1
EPB41L3	1	1	29.4303176401805	1	1	20.4182514035821	1	1
EPB41L4A	1	38.3260484869377	1	1	1	1	1	1
EPB41L4A.AS1	70.9208825621475	52.2311046509044	21.9400065607715	70.11952148226	1	63.5037181442295	64.8480546522917	53.6595552227242
EPB41L4B	1	1	1	1	1	1	1	1
EPB41L5	1	1	1	1	1	1	1	1
EPB42	1	1	1	1	1	1	1	1
EPB49	1	35.9600808078346	1	1	1	1	1	1
EPC1	1	25.9890475476909	1	59.3431239328822	1	16.2117875809383	43.8351867221402	42.3299124561369
EPC2	1	1	1	1	1	1	1	1
EPCAM	1	1	1	1	1	1	1	1
EPDR1	1	1	31.5197759704999	1	1	1	1	1
EPG5	1	1	1	1	1	1	1	1
EPGN	1	1	1	1	1	1	1	1
EPHA1	1	1	1	1	1	1	1	1
EPHA1.AS1	1	1	1	1	1	1	1	1
EPHA10	1	1	1	20.5145035126908	10.8413376172107	1	23.0278736324339	25.4712551539591
EPHA2	1	54.3922065552073	1	1	1	1	1	1
EPHA3	20.2628253830615	1	1	1	1	1	1	1
EPHA4	1	1	1	1	1	1	1	1
EPHA5	1	1	1	1	1	1	1	1
EPHA6	1	1	1	1	1	1	1	1
EPHA7	1	1	1	1	1	1	1	1
EPHA8	1	1	1	1	1	1	1	1
EPHB1	1	1	1	1	1	1	1	1
EPHB2	1	1	1	1	1	1	1	1
EPHB3	1	1	1	1	1	1	1	1
EPHB4	1	61.4530976666753	1	1	1	1	1	1
EPHB6	1	1	1	1	1	1	1	1
EPHX1	1	1	1	1	1	1	1	1
EPHX2	1	1	1	1	1	1	1	1
EPHX3	1	1	1	1	1	1	1	1
EPHX4	1	1	1	1	1	1	1	1
EPM2A	1	1	1	1	1	1	1	1
EPM2AIP1	16.1886067296114	1	25.5771423221764	30.968345399808	1	1	38.6228937186927	26.6353756678713
EPN1	1	1	15.4082247690406	1	1	1	1	1
EPN2	1	37.6464983368107	13.3141679221905	1	1	1	1	1
EPN2.AS1	1	1	1	1	1	1	1	1
EPN2.IT1	1	1	1	1	1	1	1	1
EPN3	1	1	1	1	1	1	1	1
EPO	1	1	1	1	1	1	1	1
EPOR	1	1	1	1	1	1	1	1
EPPIN	21.4260086153957	44.8146850832453	1	42.53963029673	36.8705288872004	15.3126591637667	35.6144563419351	34.6979224160559
EPPIN.WFDC6	1	1	1	1	1	1	1	1
EPPK1	1	1	1	1	1	1	1	1
EPRS	114.411414983008	70.6285634427542	114.24749257595	56.5888523777843	22.180120386519	27.7180219914622	58.1861481826161	69.2949311567656
EPS15	36.6706444139495	111.037352529244	34.5448919344932	80.0005083395095	130.365264763557	36.6398832410661	89.6653815317586	77.201436505697
EPS15L1	14.7479126770863	1	32.5838144929075	29.5867483842166	95.509664921744	37.59641165782	1	45.8161559076247
EPS8	79.4440636947059	1	93.1042469215545	1	1	1	1	1
EPS8L1	1	1	1	1	1	1	1	1
EPS8L2	1	1	16.4451353882427	1	1	1	1	1
EPS8L3	1	1	1	1	1	1	1	1
EPSTI1	1	1	1	71.1300187277002	44.0685701929208	66.4098516634428	76.9588402149237	46.0293012675586
EPT1	1	1	1	1	1	1	1	1
EPX	1	1	1	1	1	1	1	1
EPYC	1	1	1	1	1	1	1	1
EQTN	1	1	1	1	1	1	1	1
ERAL1	51.03436870955	30.943664771145	56.8098683061171	1	1	1	1	1
ERAP1	30.532665828538	20.6700525500456	14.9250162523373	77.8734845840102	173.767984412334	63.2142236097369	74.1738037816769	70.7408643692782
ERAP2	1	1	1	66.0824992032776	81.1305813474149	13.0370652878171	39.4598070367495	25.9889200278645
ERAS	1	1	1	1	1	1	1	1
ERBB2	1	1	13.7386373923649	1	1	1	1	1
ERBB2IP	21.3370432972564	11.548815739885	33.3125261618358	38.9891389384675	40.1535436722893	1	41.0757527689756	1
ERBB3	209.961006408869	1	1	1	21.885904008584	1	1	1
ERBB4	1	1	1	1	1	1	1	1
ERC1	13.7300903154151	14.506913386842	16.4080687305738	1	1	1	1	1
ERC2	1	1	1	1	1	1	1	1
ERC2.IT1	1	1	1	1	1	1	1	1
ERCC1	139.856582955066	80.9630552669843	158.51186527741	75.416514771418	16.5062563306808	112.5800066812	92.6131003893449	43.1360882562843
ERCC2	22.563447066299	1	45.7339916555995	1	1	1	1	1
ERCC3	54.0187988938728	71.417592721466	33.36655674499	63.4020801111015	50.7567637735849	17.6361445921533	42.7902631305884	30.4711045735763
ERCC4	1	1	1	1	1	1	1	1
ERCC5	1	1	15.2367968061433	51.7768914469574	1	1	60.0458055260587	1
ERCC6	1	1	1	1	1	1	1	1
ERCC6L	1	1	1	1	1	1	1	1
ERCC6L2	1	1	1	1	1	1	1	1
ERCC8	1	33.5972296153844	26.4921140666349	1	1	1	1	1
EREG	1	1	1	1	1	1	1	1
ERF	1	1	1	1	1	1	1	1
ERG	1	105.385161718204	1	1	1	1	1	1
ERGIC1	35.4203285462864	1	116.614618647272	1	33.3205184011899	34.7250058777884	1	55.6871381278819
ERGIC2	104.918423280731	37.3893354229491	116.549381484183	42.2659739025712	1	1	76.4140240898902	43.929411721035
ERGIC3	399.680077280423	332.097639891873	284.116023077549	177.671315499082	1	136.104469012486	225.259847447286	177.660208152159
ERH	185.256452273747	269.559935250164	301.520141435211	306.574273861588	353.098030775329	107.11773122227	224.582457827639	133.296117778088
ERI1	17.2280425557497	1	20.0608529374559	1	1	1	1	1
ERI2	1	1	1	1	1	1	1	1
ERI3	45.9925735413466	27.0968794251564	44.4418488554298	1	1	1	1	1
ERICH1	20.2619245901445	86.4926044108699	18.3507016711886	38.9108685642958	1	27.9792756535747	46.2000585807282	43.481311428207
ERICH1.AS1	1	1	1	1	1	1	1	1
ERLEC1	101.025507168839	123.236295645683	158.798675550864	82.8591348414364	138.587307631039	37.5888125842766	100.510975306431	41.7788747207847
ERLIN1	22.0272311296235	75.4260435878425	84.7335526516944	1	1	1	1	1
ERLIN2	1	1	1	1	1	1	1	1
ERMAP	1	1	1	1	1	1	1	1
ERMN	1	1	1	1	1	1	1	1
ERMP1	1	1	1	1	1	1	1	1
ERN1	1	1	1	1	1	1	1	1
ERN2	1	1	1	1	1	1	1	1
ERO1L	22.3372994150191	1	30.603176147518	1	1	1	1	1
ERO1LB	1	1	1	1	1	1	1	1
ERP27	1	1	1	1	1	1	1	1
ERP29	205.161521317877	216.965503762789	149.822258534316	177.779188222367	399.434586965634	164.943949453698	264.978325219761	408.303693488968
ERP44	38.3167324973045	65.0077508395654	64.5825919806196	69.2355112393524	128.889009725043	48.6432463591181	52.3078630662	64.8752636567225
ERRFI1	1	1	36.3811760371716	1	1	1	1	1
ERV3.1	1	1	1	1	1	1	1	1
ERVFRD.1	1	1	1	1	1	1	1	1
ERVK13.1	1	1	1	1	46.5618409361207	1	1	18.7449173462895
ERVMER34.1	1	1	1	1	1	1	1	1
ERVV.1	1	1	1	1	1	1	15.3120173590183	14.0698484278692
ERVV.2	1	1	1	1	1	1	1	1
ESAM	1	36.3549949541954	1	1	1	1	1	1
ESCO1	16.7653220998784	1	1	1	15.7507497438125	1	1	34.3852419788807
ESCO2	1	1	22.3226689819251	1	1	1	1	1
ESD	234.398893508635	92.0260859717222	236.538830278459	175.68940652724	1	112.822581740747	114.551923883152	73.6882181262216
