"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Oligo","log2fold_change","Auc"
"237","ENSG00000171621","hurdle",1.88925186437542e-109,-2.169296,-1.600514,0.568782,0.538
"323","ENSG00000235189","hurdle",2.70549959135551e-209,-2.40996,-1.511361,0.898599,0.537
"197","ENSG00000163235","hurdle",2.71390345355526e-170,-2.667038,-2.011755,0.655283,0.537
"298","ENSG00000198835","hurdle",2.93792760767769e-197,-2.901304,-2.1864,0.714904,0.536
"273","ENSG00000183876","hurdle",1.88263153472438e-306,-3.142578,-2.237319,0.905259,0.536
"50","ENSG00000092621","hurdle",4.22640482526849e-152,-2.737736,-2.096436,0.6413,0.536
"33","ENSG00000073350","hurdle",2.78017349401561e-193,-2.852452,-2.077867,0.774585,0.536
"350","ENSG00000268518","hurdle",0,-3.255394,-2.401138,0.854256,0.535
"311","ENSG00000225140","hurdle",9.50937865652505e-278,-3.119825,-2.303768,0.816057,0.535
"106","ENSG00000122694","hurdle",1.10555329602189e-147,-2.730782,-2.078426,0.652356,0.535
"51","ENSG00000092758","hurdle",2.32791706353489e-118,-2.54687,-1.976409,0.570461,0.535
"269","ENSG00000183196","hurdle",1.46585482841154e-180,-2.946487,-2.28235,0.664137,0.533
"354","ENSG00000278041","hurdle",4.9496056968224e-257,-3.158326,-2.448784,0.709542,0.532
"320","ENSG00000232504","hurdle",0,-3.255697,-2.501803,0.753894,0.532
"195","ENSG00000161896","hurdle",0,-3.259938,-2.487622,0.772316,0.532
"321","ENSG00000233393","hurdle",1.15518288073617e-259,-3.171392,-2.452403,0.718989,0.531
"299","ENSG00000204161","hurdle",2.45413389736205e-248,-3.148183,-2.408853,0.73933,0.531
"198","ENSG00000163820","hurdle",7.18509354471447e-124,-2.731202,-2.121573,0.609629,0.531
"207","ENSG00000165175","hurdle",1.41971787381276e-90,-2.499178,-1.985296,0.513882,0.53
"157","ENSG00000143409","hurdle",3.24278734287e-121,-2.81765,-2.263787,0.553863,0.53
"261","ENSG00000180739","hurdle",2.86324286242602e-311,-3.266018,-2.579622,0.686396,0.528
"74","ENSG00000105355","hurdle",1.05080121615773e-160,-3.00936,-2.367262,0.642098,0.528
"356","ENSG00000286314","hurdle",2.86629960438069e-93,-2.718223,-2.202158,0.516065,0.527
"353","ENSG00000277829","hurdle",4.94549797597374e-255,-3.239155,-2.623017,0.616138,0.527
"289","ENSG00000196169","hurdle",7.38023886731747e-213,-3.204876,-2.569367,0.635509,0.525
"254","ENSG00000177406","hurdle",1.64935767056701e-113,-2.810078,-2.188813,0.621265,0.525
"192","ENSG00000160678","hurdle",5.01470201746469e-86,-2.743239,-2.236071,0.507168,0.525
"352","ENSG00000277494","hurdle",4.06045115436409e-216,-3.220732,-2.629559,0.591173,0.524
"204","ENSG00000164303","hurdle",1.86293963819003e-81,-2.276307,-1.681455,0.594852,0.524
"37","ENSG00000076258","hurdle",3.81541583239682e-169,-3.147902,-2.54675,0.601152,0.524
"309","ENSG00000224189","hurdle",3.63013033344589e-286,-3.293702,-2.688097,0.605605,0.523
"301","ENSG00000204323","hurdle",6.81897214623658e-242,-3.266628,-2.692371,0.574257,0.523
"242","ENSG00000172548","hurdle",2.25024792575764e-172,-3.18977,-2.643558,0.546212,0.523
"228","ENSG00000169242","hurdle",4.82870900211859e-112,-3.011913,-2.506311,0.505602,0.523
"272","ENSG00000183760","hurdle",2.19878797717162e-176,-3.203124,-2.646872,0.556252,0.522
