"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Astro","log2fold_change","Auc"
"319","ENSG00000185920","hurdle",4.13709316133064e-77,-1.1054557,-0.3592537,0.746202,0.561
"153","ENSG00000134716","hurdle",4.18319734112475e-140,-2.499739,-1.518463,0.981276,0.561
"257","ENSG00000164292","hurdle",8.2072776670039e-55,0.1027423,0.6822581,0.5795158,0.56
"12","ENSG00000026025","hurdle",6.83855834055474e-137,-2.348121,-1.410428,0.937693,0.56
"360","ENSG00000257585","hurdle",1.08084539631314e-83,0.09099233,1.4695024,1.37851007,0.559
"127","ENSG00000125144","hurdle",7.76078322163889e-215,-2.92347,-1.683346,1.240124,0.559
"114","ENSG00000119280","hurdle",1.24996027025087e-99,-1.8061099,-0.9624937,0.8436162,0.559
"35","ENSG00000079308","hurdle",5.28526755047401e-73,-1.3982489,-0.8861246,0.5121243,0.559
"188","ENSG00000143842","hurdle",3.36668418188832e-120,-2.347142,-1.530982,0.81616,0.557
"49","ENSG00000092621","hurdle",1.99955875638706e-144,-2.684832,-1.709195,0.975637,0.556
"306","ENSG00000179796","hurdle",3.65063774366197e-50,-0.2716899,0.4888672,0.7605571,0.555
"292","ENSG00000173926","hurdle",1.98604397627289e-67,-1.3069109,-0.5456733,0.7612376,0.555
"28","ENSG00000071967","hurdle",3.22407639545717e-114,-2.462283,-1.56598,0.896303,0.554
"283","ENSG00000171223","hurdle",6.30697498282036e-102,-1.6399055,-0.6624786,0.9774269,0.553
"187","ENSG00000143819","hurdle",2.35499100680596e-96,-2.163475,-1.349104,0.814371,0.553
"168","ENSG00000137285","hurdle",6.81567844733826e-116,-2.194604,-1.293832,0.900772,0.553
"142","ENSG00000132164","hurdle",6.11022272791953e-43,-0.515036763,0.003223334,0.518260097,0.553
"83","ENSG00000107738","hurdle",5.73203673720965e-163,-2.780965,-1.892236,0.888729,0.553
"9","ENSG00000012171","hurdle",3.31222963711287e-74,-1.76161,-1.165481,0.596129,0.553
"75","ENSG00000106211","hurdle",1.56604464645152e-122,-1.1552942,0.1242583,1.2795525,0.55
"314","ENSG00000183864","hurdle",3.15298104094575e-73,-0.8839324,-0.2787541,0.6051783,0.549
"239","ENSG00000160678","hurdle",1.11583546235672e-113,-2.707643,-1.876174,0.831469,0.549
"151","ENSG00000134533","hurdle",9.90342295771042e-46,-0.1147089,0.5406341,0.655343,0.549
"1","ENSG00000002586","hurdle",7.49155850880003e-116,-2.680419,-1.762326,0.918093,0.549
"156","ENSG00000135069","hurdle",2.94143205887607e-54,-1.3787404,-0.8021703,0.5765701,0.548
"85","ENSG00000109099","hurdle",3.27464617438293e-51,-1.662011,-1.07257,0.589441,0.548
"346","ENSG00000235823","hurdle",1.60217416614742e-44,-1.1998878,-0.6636269,0.5362609,0.547
"332","ENSG00000204580","hurdle",9.02886108803359e-69,-2.171504,-1.483572,0.687932,0.547
"180","ENSG00000140455","hurdle",1.14944746120928e-42,-1.0828556,-0.5356523,0.5472033,0.547
"113","ENSG00000117592","hurdle",5.84710092026996e-82,-1.3676289,-0.6693818,0.6982471,0.547
"301","ENSG00000178538","hurdle",2.55106888361627e-50,-1.3554761,-0.8530019,0.5024742,0.546
"13","ENSG00000026508","hurdle",8.14552356500976e-209,-2.997297,-1.22526,1.772037,0.546
"110","ENSG00000117318","hurdle",9.81902744042978e-132,-2.795781,-1.636375,1.159406,0.544
"107","ENSG00000116962","hurdle",4.63840926282825e-99,-2.580329,-1.783389,0.79694,0.544
"213","ENSG00000150457","hurdle",7.89492450803086e-81,-2.430066,-1.778405,0.651661,0.543
"252","ENSG00000163659","hurdle",4.16697934991552e-93,-1.9366513,-0.9582606,0.9783907,0.541
"82","ENSG00000107736","hurdle",2.26136378953762e-79,-2.56154,-1.758641,0.802899,0.541
"117","ENSG00000120896","hurdle",4.30265868530752e-55,-2.362755,-1.778405,0.58435,0.54
"218","ENSG00000152137","hurdle",8.7883711710151e-50,-1.3201007,-0.5430294,0.7770713,0.539
"225","ENSG00000153234","hurdle",1.28530251537702e-62,-1.5505275,-0.6340659,0.9164616,0.537
"324","ENSG00000187773","hurdle",1.86087638279635e-66,-2.670581,-2.043955,0.626626,0.536
"227","ENSG00000154188","hurdle",5.56714084213379e-44,-1.757607,-1.24747,0.510137,0.534
"118","ENSG00000122863","hurdle",1.01924017749347e-53,-2.544275,-1.89493,0.649345,0.534
"43","ENSG00000084093","hurdle",3.00656796634663e-52,-2.595206,-1.983919,0.611287,0.533
"20","ENSG00000060138","hurdle",1.70965293160449e-53,-2.55684,-1.77592,0.78092,0.531
"131","ENSG00000125968","hurdle",7.95405357551764e-61,-2.689082,-2.10192,0.587162,0.53
"303","ENSG00000179094","hurdle",1.86203803763168e-48,-0.9736366,-0.4007743,0.5728623,0.529
"361","ENSG00000258844","hurdle",4.17115159358873e-43,-2.50145,-1.761096,0.740354,0.527
"96","ENSG00000113657","hurdle",1.07909238964073e-13,-0.7162632,-0.1789223,0.5373409,0.52
"157","ENSG00000135363","hurdle",5.68653957610402e-29,-2.437644,-1.861607,0.576037,0.516
"355","ENSG00000249306","hurdle",5.48479347078045e-105,-2.0525513,-0.8334873,1.219064,0.513
"115","ENSG00000119508","hurdle",8.77272612131367e-102,-1.2764179,-0.1392486,1.1371693,0.512
"103","ENSG00000115461","hurdle",8.48697355969883e-40,-1.752502,-1.037168,0.715334,0.507
"29","ENSG00000072274","hurdle",2.51977692371692e-258,-0.2145151,1.2651931,1.4797082,0.506
"10","ENSG00000012660","hurdle",9.2961094818873e-190,0.4960251,1.6400834,1.1440583,0.492
"121","ENSG00000123358","hurdle",3.68722982331976e-114,-0.63156612,-0.09675428,0.53481184,0.486
"109","ENSG00000117143","hurdle",5.43290615582561e-187,-1.01488068,-0.09791793,0.91696275,0.475
"23","ENSG00000067064","hurdle",5.73232018100913e-142,0.1213403,0.7692836,0.6479433,0.474
