"","parameter_name","value","priority","index","algo.name","algo.settings","filename","dirname"
"259","phenotype_criteria_channel","TMEM119 (Opal 570)","135","5,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"260","phenotype_criteria_filter","AND Negative","136","5,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"261","phenotype_criteria_channel","OLIG2 (Opal 690)","137","6,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"262","phenotype_criteria_filter","AND Negative","138","6,3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"263","output_image","OLIG2/AKT3","99999","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R2_6522Mstar.analysissettings","HALO/Exported_Settings_Files"
"264","Class List","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"265","Classifier","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"266","Classifier Output Type","Mask","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"267","Classify Registered","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"268","Image Zoom","2","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"269","Nuclear Masker","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"270","Nuclear Masker Type","Traditional","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"271","Phenotyper","","","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"272","num_markers","3","0","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"273","num_probes","2","1","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"274","num_phenotypes","7","2","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"275","use_nn","false","3","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"276","nuclear_contrast","0.5","4","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"277","nuclear_min_intensity","5","5","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"278","nuclear_segg_agg","0.6","6","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"279","nuclear_fill_holes","true","7","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"280","nuclear_min_area","5","8","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"281","nuclear_max_area","200","9","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"282","nuclear_roundness","0.3","10","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"283","cyto_radius","4.2","11","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"284","membrane_segg_agg","0","12","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"285","cell_min_area","15","13","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"286","cell_max_area","650","14","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"287","min_plus1","1","15","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"288","min_plus2","4","16","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"289","min_plus3","10","17","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"290","min_plus4","16","18","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"291","verbose","true","19","","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"292","IF Dye 1","SLC17A7 (Opal 520)","20","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"293","dye_use_membrane","False","21","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"294","dye_nuclei_weight","0","22","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"295","dye_nuclei_positive_threshold","0.1","23","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"296","dye_cyto_positive_threshold","1.25","24","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"297","dye_membrane_positive_threshold","0.86","25","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"298","FISH Probe 1","AKT3 (Opal 620)","26","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"299","probe_contrast_threshold","0.52","27","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"300","probe_min_intensity","0.1","28","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"301","probe_min_spot_size","0.3","29","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"302","probe_max_spot_size","120","30","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"303","probe_copy_intensity","22.17","31","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"304","probe_segg_agg","1","32","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"305","IF Dye 2","OLIG2 (Alexa 647)","33","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"306","dye_use_membrane","False","34","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"307","dye_nuclei_weight","0","35","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"308","dye_nuclei_positive_threshold","0.106","36","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"309","dye_cyto_positive_threshold","0.126","37","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"310","dye_membrane_positive_threshold","0.02","38","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"311","FISH Probe 2","TMEM119 (Alexa 555)","39","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"312","probe_contrast_threshold","0.5","40","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"313","probe_min_intensity","0.03","41","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"314","probe_min_spot_size","5","42","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"315","probe_max_spot_size","400","43","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"316","probe_copy_intensity","0.3","44","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"317","probe_segg_agg","0","45","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"318","IF Dye 3","DAPI (DAPI)","46","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"319","dye_use_membrane","False","47","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"320","dye_nuclei_weight","0.4","48","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"321","dye_nuclei_positive_threshold","12","49","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"322","dye_cyto_positive_threshold","35","50","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"323","dye_membrane_positive_threshold","12","51","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"324","phenotype_name","DAPI/AKT3","59","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"325","phenotype_num_criterias","2","60","0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"326","phenotype_criteria_channel","DAPI (DAPI)","61","0,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"327","phenotype_criteria_filter","AND Positive","62","0,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"328","phenotype_criteria_channel","AKT3 (Opal 620)","63","0,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"329","phenotype_criteria_filter","AND Positive","64","0,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"330","phenotype_name","OLIG2/AKT3","67","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"331","phenotype_num_criterias","5","68","1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"332","phenotype_criteria_channel","OLIG2 (Alexa 647)","69","1,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"333","phenotype_criteria_filter","AND Positive","70","1,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"334","phenotype_criteria_channel","AKT3 (Opal 620)","71","1,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"335","phenotype_criteria_filter","AND Positive","72","1,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"336","phenotype_criteria_channel","DAPI (DAPI)","73","1,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"337","phenotype_criteria_filter","AND Positive","74","1,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"338","phenotype_name","SLC17A7/AKT3","75","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"339","phenotype_num_criterias","5","76","2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"340","phenotype_criteria_channel","SLC17A7 (Opal 520)","77","2,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"341","phenotype_criteria_filter","AND Positive","78","2,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"342","phenotype_criteria_channel","AKT3 (Opal 620)","79","2,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"343","phenotype_criteria_filter","AND Positive","80","2,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"344","phenotype_criteria_channel","DAPI (DAPI)","81","2,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"345","phenotype_criteria_filter","AND Positive","82","2,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"346","phenotype_name","TMEM119/AKT3","83","3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"347","phenotype_num_criterias","5","84","3","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"348","phenotype_criteria_channel","TMEM119 (Alexa 555)","85","3,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"349","phenotype_criteria_filter","AND Positive","86","3,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"350","phenotype_criteria_channel","AKT3 (Opal 620)","87","3,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"351","phenotype_criteria_filter","AND Positive","88","3,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"352","phenotype_criteria_channel","DAPI (DAPI)","89","3,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"353","phenotype_criteria_filter","AND Positive","90","3,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"354","phenotype_name","OLIG2","91","4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"355","phenotype_num_criterias","4","92","4","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"356","phenotype_criteria_channel","OLIG2 (Alexa 647)","93","4,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"357","phenotype_criteria_filter","AND Positive","94","4,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"358","phenotype_criteria_channel","DAPI (DAPI)","95","4,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"359","phenotype_criteria_filter","AND Positive","96","4,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"360","phenotype_criteria_channel","SLC17A7 (Opal 520)","97","4,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"361","phenotype_criteria_filter","AND Negative","98","4,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"362","phenotype_name","SLC17A7","99","5","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"363","phenotype_num_criterias","4","100","5","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"364","phenotype_criteria_channel","DAPI (DAPI)","101","5,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"365","phenotype_criteria_filter","AND Positive","102","5,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"366","phenotype_criteria_channel","SLC17A7 (Opal 520)","103","5,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"367","phenotype_criteria_filter","AND Positive","104","5,1","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"368","phenotype_criteria_channel","TMEM119 (Alexa 555)","105","5,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"369","phenotype_criteria_filter","AND Negative","106","5,2","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"370","phenotype_name","TMEM119","107","6","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"371","phenotype_num_criterias","4","108","6","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
"372","phenotype_criteria_channel","DAPI (DAPI)","109","6,0","AlgorithmSettings ""Indica Labs - FISH-IF v2.1.5""","","Decon_AKT3_Star_Cyto_Nuc_Copyintensity_FINAL_R3_2723Astar.analysissettings","HALO/Exported_Settings_Files"
